51.1304902 17.0780325 Toruńska 73, 51-414 Wrocław
52.43950154 16.78648706 Szamotulska 0, 62-081 Baranowo
52.56229 16.98515 Obornicka 127, 62-005 Bolechowo
52.3871211 16.7407651 Ul. Różany Zakątek 23, 62-069 Dąbrówka
51.8480934 16.5821291 Antoniny 12, 64-100 Leszno
52.3527804 16.8857508 Dębiecka 1a, 62-030 Luboń
52.31150255 16.87805776 Poznańska 29, 62-051 Łęczyca
52.30640898 16.12986677 Celna 4, 64-300 Nowy Tomyśl
53.1444594 16.7337359 Okrzei 2, 64-920 Piła
52.3672 16.8077051 Grunwaldzka 533/541, 62-064 Plewiska
52.3926552 16.9919309 abpa Walentego Dymka 212, 61-245 Poznań
52.4196927 16.966547 Główna 28, 61-005 Poznań
52.4156136 16.9048735 Kościelna 40, 60-857 Poznań
52.366492 16.993162 Ostrowska 340, 61-312 Poznań
52.4413829 16.8666174 Poszwińskiego 6, 60-461 Poznań
52.3960199 16.8016113 Poznańska 100, 60-185 Poznań
52.2780741 16.6840469 Zachodnia 1, 62-060 Stęszew
52.4609559 16.6539471 Poznańska 135, 62-080 Tarnowo Podgórne
52.3173222 17.5790186 Kościuszki 20/a, 62-300 Września
52.3901799 17.0653325 Planetarna 20, 62-020 Zalasewo
52.192225 18.233258 Szpitalna 54, 62-500 Konin
52.442932 16.946482 Naramowicka 142, 61-001 Poznań
52.4167115 16.8902352 Wilkońskich 1, 60-543 Poznań
52.383106 16.993803 Szwajcarska 14, 61-285 Poznań
51.738789 18.048033 al.Wojska Polskiego 7, 62-800 Kalisz
52.436566 16.914632 al.Solidarności 51, 61-696 Poznań
52.400905 16.964337 Baraniaka 88, 61-131 Poznań
52.3993736 16.9131244 Matyi 2, 61-586 Poznań
52.412503 16.91218 Mickiewicza 92, 60-833 Poznań
52.75182 16.989594 Seminarialna brak, 64-610 Rogoźno
51.75249 18.050257 Prymasa Stefana Wyszyńskiego 42a, 62-800 Kalisz
52.152896 18.456548 MOP Kuny A2, 62-710 Kuny
52.151714 18.456601 MOP Leonia A2, 62-710 Leonia
51.955659 17.510783 Powstańców Wielkopolskich 18, 63-200 Jarocin
52.527 17.6018 Składowa 4, 62-200 Gniezno
52.874966 16.493894 Krucz 28, 64-720 Lubasz
52.950378 16.93763 Podanin 65, 64-800 Chodzież
52.164444 18.21208 Bursztynowa 35, 62-571 Modła Królewska
51.73888 18.04562 Al.Wojska Polskiego 5, 62-800 Kalisz
52.419065 16.788201 Rynkowa 160, 62-081 Przeźmierowo
51.770205 18.072215 Złota 60, 62-800 Kalisz
52.4797974 16.8669337 Obornicka 140, 62-002 Suchy Las
52.4489676 16.905739 Obornicka 249, 61-001 Poznań
53.104311 16.878464 PILSKA 2, 64-810 KACZORY
53.028671 17.121024 Plac Wolności 19, 64-820 Szamocin
52.372267 16.903024 Opolska 168, 61-469 Poznań
52.3272934 17.09255028 MOP Krzyżowniki A2, 63-005 Krzyżowniki
52.17919159 18.11991692 Osiecza Pierwsza 41C, 62-586 Osiecza
52.1795845 18.12533379 Osiecza Pierwsza 41B, 62-586 Rzgów
52.09412766 16.61110878 MOP Sierakowo S5, 64-000 Sierakowo
52.3292923 17.09360313 MOP Tulce A2, 63-005 Tulce
53.1740036 16.77829361 Dębiaki 7, 64-920 Piła
52.3836937 16.94298172 Ludwika Zamenhofa 140, 61-131 Poznań
52.40987396 17.00823975 Warszawska 246, 61-055 Poznań
52.42686844 16.91782379 Piątkowska 68, 60-648 Poznań
52.38744736 16.9677639 Bolesława Krzywoustego 48, 61-144 Poznań
52.56069183 17.79318619 Wyszyńskiego 31, 62-240 Rudki
52.38789749 16.47588539 MOP Sędzinko A2, 64-552 Sędzinko
52.3866272 16.47602463 MOP Zalesie A2, 64-550 Zalesie
52.39531 16.869685 Palacza 45048, 60-307 Poznań
52.380402 16.983138 Szwedzka 10, 61-285 Poznań
52.21879 16.369715 Fabryczna 1, 62-065 Grodzisk Wielkopolski
52.2453548 16.8542875 Farbiarska 30, 62-050 Mosina
52.0195339 18.48867984 Komunalna 2, 62-700 Turek
52.463434 16.903218 ul. Stróżyńskiego 29, 60-688 Poznań
52.448 16.993 osiedle Leśne 21 A, 62-028 Koziegłowy
52.707569 16.376835 Plac Targowy 3, 64-510 Wronki
52.4127273 16.8866944 Augustyna Samarzewskiego 62, 60-569 Poznań
52.366139 16.248972 Parkowa 1, 64-316 Wąsowo
52.2438472 16.8150933 Parkowa 15, 62-050 Ludwikowo
52.316333 16.421222 Parkowa 48, 64-330 Opalenica
51.756298 18.06087 Podmiejska 39, 62-800 Kalisz
52.365746 16.932254 Książęca 15, 61-361 Poznań
52.30912744 16.10065077 Sękowo 4, 64-300 Nowy Tomyśl
53.0428336 16.4611617 Plac Pocztowy 25, 64-980 Trzcianka
52.408361 16.9277503 plac Wolności 20, 61-731 Poznań
52.070472 18.166472 plac Wolności 28, 62-570 Rychwał
51.743389 18.069056 Podmiejska 2A, 62-800 Kalisz
52.4121322 16.7662287 Bukowska 39, 62-081 Wysogotowo
52.40952 16.97222 Warszawska 67, 61-028 Poznań
51.74361683 18.06658391 Wrocławska 2, 62-800 Kalisz
51.743264 18.066072 Wrocławska 2, 62-800 Kalisz
52.404113 16.922378 Powstańców Wielkopolskich 1/2, 61-001 Poznań
52.440438 16.919236 Drużbickiego 2, 61-693 Poznań
52.458528 16.652778 Poznańska 139, 62-080 Tarnowo Podgórne
52.4354214 16.7787804 Poznańska 33, 62-081 Przeźmierowo
52.4139851 16.9138221 Poznańska 68, 60-853 Poznań
52.399171 16.883112 Promienista 14, 60-288 Poznań
52.5772857 16.0052311 Prusim 5, 64-420 Prusim
52.0927001 17.01896845 Prymasa Stefana Wyszyńskiego 16, 63-100 Śrem
52.8863926 16.9737957 Przemysłowa 16A, 64-840 Budzyń
52.38828 16.873628 Raszyńska 185/6, 60-135 Poznań
52.514437 17.596653 Artyleryjska 1 _, 62-200 62-200 Gniezno
51.271339 17.993412 Obrońców Pokoju 34, 63-600 Kępno
52.382944 16.916989 Rolna 41/1, 61-495 Poznań
52.4086026 16.9131611 Roosevelta -, 60-829 Poznań
52.4096518 16.9129169 Roosevelta 18, 60-829 Poznań
52.4035805 16.8701228 Rycerska 41, 60-347 Poznań
52.35610758 16.99423551 Sanocka 92, 61-315 Poznań
52.437063 16.776201 Poznańska 22, 62-081 Baranowo
52.367978 16.986822 Torowa 10, 61-315 Poznań
52.453142 16.40788734 ul. Szamotulska 21, 64-550 Duszniki
52.426035 16.921526 Salon VW Berdychowski Owsiana 27, Poznań _, 61-666 Czynne: pn.- pt. 8.00 - 18.00, sob. 8.00-16.0
52.35977 16.903326 Samotna 12/10 i 14/2, 61-441 Poznań
52.480816 16.865873 SEAT POLCAR Obornicka 150, Suchy Las _, 62-002 Czynne: pn.- pt. 8.00 - 18.00, sob. 8.00 -14.
52.30848051 17.54547175 Białężyce 53A, 62-300 Września
52.553168 17.61648 Orcholska 41 _, 62-200 Gniezno
52.3220302 17.0188623 Składowa 1, 62-023 Koninko
52.402877 16.914299 Składowa 44929, 61-581 Poznań
52.401172 17.059899 Graniczna 55, 62-020 Swarzędz
52.9055383 17.4650453 Sportowa -, 62-120 Podolin
52.353338 16.845188 Głogowska 412, 60-101 Poznań
52.1326324 17.1078452 Mateuszewo 8 Mateuszewo, 63-100 Mateuszewo
52.58449 17.39443 Kamionek 11 -, 62-280 Kamionek
52.46374786 16.65837737 Poznańska 115, 62-080 Tarnowo Podgórne
51.738227 18.045396 Aleja Wojska Polskiego 3, 62-800 Kalisz
51.83176 16.530063 Balonowa 55, 64-100 Strzyżewice
52.397607 16.860889 Bułgarska 17, 60-320 Poznań
52.9830959 16.9006016 Strzelecka 32, 64-800 Chodzież
52.4495891 16.8935466 Strzeszyńska 62, 60-479 Poznań
52.4443443 16.7571476 św. Mikołaja 1, 62-080 Swadzim
52.416916 16.966011 Świętego Michała 60, 61-005 Poznań
52.4063625 17.1042591 Wrzesińska 174, 62-020 Swarzędz
52.3853423 16.9971062 Szwajcarska 11, 61-285 Poznań
52.38115288 16.9863605 Szwedzka 10a, 61-302 Poznań
52.4094756 16.9389917 Szyperska 22, 61-754 Poznań
52.350167 17.148017 Topolowa 25, 62-025 Trzek
52.399413 16.922764 Topolowa 28/2 i 30/4, 61-584 Poznań
52.81786258 17.21083708 Mikołaja Reja 59, 62-100 Wągrowiec
52.2250536 17.27238 Poselska 5, 63-000 Środa Wielkopolska
52.2295881 17.2793055 Czerwonego Krzyża 22, 63-000 Środa Wielkopolska
52.2368335 17.2932181 Plażowa 4, 63-000 Środa WIelkopolska
52.8097938 17.2008667 Średnia parking, 62-100 Wągrowiec
52.479102 17.274676 ul. Fabryczna 19, 62-010 Pobiedziska
52.3833302 16.9752418 Wiatraczna 5, 61-242 Poznań
52.4030843 16.9566315 Baraniaka 4, 61-131 Poznań
52.436422 16.773823 Poznańska 30, 62-081 Baranowo
52.411584 16.866484 SALON VOX, Bukowska 148 _, 60-567 Poznań
52.211396 17.278266 Kijewo 37 _, 63-000 Kijewo
51.267895 18.050787 Jankowy 1G _, 63-604 Baranów
52.51089023 16.75526666 Dworcowa 1A, 62-090 Rokietnica
51.297076 17.777386 Słupia pod Bralinem 74A, 63-642 Słupia pod Bralinem
52.9068273 16.5636075 Wodna 8, 64-700 Czarnków
53.4179676 16.8250804 Wojska Polskiego 29, 64-915 Jastrowie
51.5728888 17.8303745 Wrocławska 7, 63-421 Strugi
52.397911 17.250043 Wrzesińska 70, 62-025 Kostrzyn
52.440085 16.91292 Zakrzewskiego -, 61-001 Poznań
52.40794 16.908875 Zeylanda 101, 60-808 Poznań
53.403286 14.5213 9 Maja 5, 70-136 Szczecin
53.4442222 14.4989444 Adama Mickiewicza 163, 71-899 Szczecin
54.250778 16.01625 Akacjowa 31, 76-032 Mielenko
53.43054 14.53813 Al. Piastów 6, 70-331 Szczecin
53.45058 14.51407 Al. Wojska Polskiego 147/1, 70-471 Szczecin
53.4345591 14.5321887 aleja Bohaterów Warszawy 13C, 70-342 Szczecin
53.4292777 14.5524718 Aleja Papieża Jana Pawła II 1, 70-413 Szczecin
53.432332 14.53896 aleja Piastów 4, 70-001 Szczecin
53.4280556 14.5444444 Aleja Wojska Polskiego 16, 70-471 Szczecin
53.4713461 14.4874384 Aleja Wojska Polskiego 245, 71-256 Szczecin
53.429219 14.5432224 Aleja Wojska Polskiego 28, 70-475 Szczecin
53.4317958 14.5411925 Aleja Wojska Polskiego 52, 70-477 Szczecin
53.4340394 14.5555533 aleja Wyzwolenia 18, 70-554 Szczecin
53.435889 14.554028 aleja Wyzwolenia 32, 71-500 Szczecin
53.433378 14.554109 aleja Wyzwolenia 35, 70-531 Szczecin
54.189543 15.606826 Sułkowskiego, 11 Hotel Arka Medical, 77-100 Kołobrzeg
53.384754 14.507798 Ustowo 45, 70-001 Kołbaskowo
52.945305 14.952641 Renice 59, 74-300 Myślibórz
53.9715781 14.6060477 Bałtycka -, 72-514 Kołczewo
53.3382082 15.0333371 Barnima I 6, 73-110 Stargard
52.79136226 14.76707291 Barnówko 13, 74-311 Różańsko
53.331333 14.542263 VW BENEPOL Szczecińska 117, Radziszewo _, 74-107 Czynne: pn.-sob. 6.00-22.00
52.9599967 14.4431926 Ogrodowa 14B, 74-500 Chojna
53.5656612 14.8290274 Puszkina 1, 72-100 Goleniów
53.2518766 14.5004498 Asnyka 57, 74-100 Gryfino
53.6339228 15.6188757 Segala 7, 73-150 Łobez
52.85171341 14.14530459 Osinów Dolny 4a, 74-520 Osinów Dolny
53.13953831 14.89122771 Adama Mickiewicza 2a, 74-200 Pyrzyce
53.4581862 14.5441935 Zygmunta Krasińskiego 55, 71-447 Szczecin
53.2767053 16.4723196 Dąbrowskiego 28, 78-600 Wałcz
53.317944 14.647694 Binowo 62, 74-106 Stare Czarnowo
53.4282592 14.5508763 al. Niepodległości 36, 70-404 Szczecin
53.389095 14.499064 Ustowo 55, 70-001 Szczecin
53.4291305 14.5421617 Bohaterów Getta Warszawskiego 24, 70-302 Szczecin
53.902461 14.275279 Skandynawska 17, 72-602 Świnoujście
53.366639 14.652972 Brązowa 41, 70-781 Szczecin
53.4079906 14.5153538 Białowieska 1, 71-010 Szczecin
53.4008306 14.5259219 Budziszyńska 24, 70-023 Szczecin
53.01012126 15.22446448 św. Bonifacego 35d, 74-320 Barlinek
53.454652 14.475128 Modra 33, 71-220 Szczecin
54.382861 16.32025 Darłowska 15, 76-156 Dąbki
53.40761 14.50801 Mieszka I 30, 71-008 Szczecin
53.5666487 16.2296789 Drahimska 59, 78-550 Czaplinek
54.437139 16.375972 Dorszowa 3, 76-153 Darłowo
53.411716 14.527539 Dunikowskiego 3/48, 10/1, 70-123 Szczecin
54.338847 16.605083 Rzyszczewo 29A, 76-100 Rzyszczewo
53.9264318 14.4447359 Bosmańska 2 -, 72-500 Międzyzdroje
53.448056 14.554444 Elizy Orzeszkowej 28, 71-564 Szczecin
53.395564 14.66943 Emilii Gierczak 15, 70-801 Szczecin
54.16394806 15.48922157 Nadmorska 98B, 78-132 Grzybowo
54.20019913 16.19944954 Orląt Lwowskich (parking), 75-522 Koszalin
54.20566177 16.1912899 Jana Pawła II (parking), 75-452 Koszalin
54.20388412 16.18477249 Władysława IV (parking), 75-347 Koszalin
54.19897079 16.19418335 Fałata 32, 75-434 Koszalin
54.20080185 16.19085884 Wańkowicza 62, 75-446 Koszalin
54.19377136 16.18987083 Kościuszki (parking), 75-415 Koszalin
54.18909836 16.17807961 Połtawska (parking), 75-072 Koszalin
54.20802689 16.20190811 Śniadeckich 25, 75-453 Koszalin
54.19090271 16.18328285 Asnyka 3, 75-003 Koszalin
54.18764877 16.2215004 Morelowa 14, 75-665 Koszalin
54.17619324 16.1985302 Gnieźnieńska (parking), 75-736 Koszalin
54.18013763 16.17905045 Wenedów 13-15, 75-847 Koszalin
54.19605637 16.16814423 Morska 10, 75-221 Koszalin
54.1949234 16.21803474 Chałubińskiego 15, 75-581 Koszalin
54.21157455 16.2023716 Bukowa 26, 75-433 Koszalin
54.19182968 16.19904327 Waryńskiego 6, 75-541 Koszalin
54.19285965 16.17234421 Jana z Kolna 38, 75-204 Koszalin
54.19267654 16.17836761 Podgrodzie 1A, 75-240 Koszalin
54.17843628 16.20954895 Paderewskiego (parking), 75-736 Koszalin
54.20152283 16.18213654 Kutrzeby (parking), 75-332 Koszalin
54.19079971 16.1965313 Matejki 3-5, 75-540 Koszalin
54.20271683 16.20838737 Rolna (parking), 75-436 Koszalin
54.19207382 16.18678665 Piastowska (parking), 75-400 Koszalin
54.20869446 16.19679451 Kołłątaja 9-13, 75-448 Koszalin
54.20946503 16.1961174 Staszica 10-10C, 75-449 Koszalin
54.25085449 16.14658737 Promowa (parking), 75-900 Koszalin
53.55336761 16.23563766 Grunwaldzka 5, 78-440 Czaplinek
53.89669037 16.8344841 Rynek 1, 78-425 Biały Bór
53.52906418 15.81494808 Kuczerawego 1, 78-500 Drawsko Pomorskie
54.04850769 15.65542603 IV Dywizji Wojska Polskiego 55, 78-120 Gościno
53.388306 14.625618 Eskadrowa 2620, 70-767 Szczecin
53.44371918 14.56782659 1 Maja 41, 71-627 Szczecin
54.177547 16.203935 Paderewskiego 1, 75-736 Koszalin
53.4217977 14.5382648 Gabriela Narutowicza 17B, 70-240 Szczecin
53.384727 14.6607 Wiosenna 32, 70-807 Szczecin
54.178591 16.195258 Gnieźnieńska 24B _, 75-737 Koszalin
54.177855 16.19762 Gnieźnieńska 43A _, 75-736 Koszalin
53.399236 14.501121 Południowa 6 _, 71-001 Szczecin
53.385071 14.650652 Struga 1A _, 70-784 Szczecin
53.430802 14.483141 Generała Maczka 32, 71-000 Szczecin
54.277997 16.118616 Generała Stanisława Maczka 40, 76-032 Mielno
54.177593 16.1981 Gnieźnieńska 45A, 75-900 Koszalin
53.399846 14.6830973 Goleniowska 69, 70-842 Szczecin
53.40924 14.533069 Grudziądzka 15, 70-120 Szczecin
53.490611 15.845833 Gudowo 64, 78-500 Gudowo
53.453546 14.48916 Romera 10 Hotel Jantar, 71-246 Szczecin
53.407604 14.514123 Białowieska 2, 71-007 Szczecin
53.432056 14.565861 Jarowita 10, 70-501 Szczecin
53.381016 14.662925 Jerzego Andrzejewskiego 13, 70-786 Szczecin
53.3850275 14.6597678 Andrzeja Struga 29, 70-087 Szczecin
53.39263194 14.49870147 Floriana Krygiera 7, 71-001 Szczecin
53.2753488 16.48632158 Budowlanych 3, 78-600 Wałcz
53.4461111 14.5166667 Kazimierza Przerwy-Tetmajera 7, 71-320 Szczecin
53.425333 14.534944 Kazimierza Pułaskiego 10, 70-333 Szczecin
53.342582 14.992998 Szczecińska 81, 73-110 Stargard
54.192662 15.6627014 Ostrobramska 3, 78-100 Kołobrzeg
54.1808647 15.5695256 Dworcowa 2 -, 78-100 Kołobrzeg
54.185527 15.591033 Tadeusza Kościuszki - -, 78-100 Kołobrzeg
54.17823 15.585198 Okopowa 3c -, 78-100 Kołobrzeg
54.17909 15.5606 Warzelnicza - -, 78-100 Kołobrzeg
54.174973 15.561292 Śliwińskiego -, 78-100 Kołobrzeg
54.1792005 15.5914181 Tarnowskiego 0, 78-100 Kołobrzeg
53.403756 14.500435 Krakowska 67, 71-004 Szczecin
53.424432 14.559577 Księcia Mściwoja II 9, 70-500 Szczecin
53.4242577 14.5539573 Księdza Kardynała Stefana Wyszyńskiego 20, 70-202 Szczecin
53.4246389 14.5535833 Księdza Kardynała Stefana Wyszyńskiego 9, 70-202 Szczecin
53.4566504 14.5713392 Golisza 10H, 71-682 Szczecin
53.5517207 14.5436127 Tarnowska 14, 72-010 Police
53.2767781 16.4818559 Budowlanych 1A, 78-600 Wałcz
54.1837887 16.1485589 Syrenki 1, 75-123 Koszalin
53.428448 14.561206 Małopolska 14, 70-513 Szczecin
53.428717 14.559571 Małopolska 46, 71-742 Szczecin
53.437944 14.548333 Mieczysława Niedziałkowskiego 6, 71-410 Szczecin
53.742588 15.21433 Wyszogóra Wschód -, 72-310 Wyszogóra
53.743121 15.211413 Wyszogóra Zachód -, 72-310 Wyszogóra
54.210555 16.183114 Wąwozowa 1A, 75-347 Koszalin
53.094197 16.123464 Mickiewicza 9, 73-630 Człopa
53.194156 15.748096 Borowiec 5, 73-220 Borowiec
53.21765 15.773039 Kaliska 5, 73-220 Drawno
54.046827 15.65713 IV Dywizji Wojska Polskiego 63, 78-120 Gościno
54.102432 15.123956 Wojska Polskiego 15, 72-351 Pogorzelica
54.128171 16.29474 Koszalińska 35, 76-015 Manowo
53.340197 16.083989 Wolności 30, 78-650 Mirosławiec
53.715078 16.679816 Polna 22, 78-400 Szczecinek
54.146694 15.299278 Nadmorska 13, 72-330 Mrzeżyno
54.165389 15.50425 Nadmorska 36c, 78-132 Grzybowo
54.173736 16.124907 Koszalińska 11, 76-039 Stare Bielice
53.383132 14.674473 Andrzeja Struga 71, 70-784 Szczecin
53.42237575 14.56354433 Zbożowa 4, 70-653 Szczecin
53.33841324 14.42307091 A6 124, 72-001 Kołbaskowo
53.33666611 14.42163277 A6 123, 72-001 Kołbaskowo
53.56866074 14.83210373 Wolińska 2, 72-100 Goleniów
54.23103714 16.30849075 Łubuszan 1, 76-004 Sianów
53.46564102 14.57907772 Bogumińska 44, 71-744 Szczecin
53.40671539 14.50378513 Profesora Ludwika Janiszewskiego 2A, 71-004 Szczecin
53.45438766 14.53739262 Chopina 16, 71-450 Szczecin
53.4368697 14.7450648 Osiedle Kasztanowe 2D, 70-895 Szczecin
53.910121 14.2585752 Mieszka I 7, 72-600 Świnoujście
54.021477 14.738621 Stefana Żeromskiego -, 72-418 Dziwnów
53.926469 14.446065 Plac Ratuszowy 1, 72-500 Międzyzdroje
54.260056 16.056806 Piastów 4, 76-032 Mielno
53.4225 14.54107 Plac Dziecka 11, 70-241 Szczecin
53.432139 14.556 Plac Rodła 10, 70-419 Szczecin
54.208547 16.163508 Franciszkańska 120, 75-255 Koszalin
52.843857 14.1305899 Osinów Dolny 50, 74-520 Cedynia
53.4329167 14.4865833 Polskich Marynarzy 76, 71-000 Szczecin
54.4436666 16.398246 Północna 19b, 76-153 Darłowo
53.3997772 14.5109193 Południowa 29, 71-899 Szczecin
53.424222 14.549623 Plac Brama Portowa 1, 70-225 Szczecin
53.4227566 14.5461036 Potulicka 3A, 70-230 Szczecin
53.38509907 14.67988763 Pomorska 115B, 70-812 Szczecin
53.38872888 14.49822619 Ustowo 56, 70-001 Szczecin
53.9192428 14.2554013 Uzdrowiskowa 1, 72-600 Świnoujście
53.4547675 14.5601389 Przyjaciół Ronda 2, 71-685 Szczecin
53.35864 14.74431 Przyszłości 30, 70-893 Szczecin
53.458278 14.582111 Robotnicza 23a, 71-712 Szczecin
53.393833 14.502148 Południowa 18/20, 71-001 Szczecin
53.423237 14.553964 Rybacka 1, 70-205 Szczecin
53.378816 14.656355 Rydla 43, 70-783 Szczecin
54.189517 15.605753 Wschodnia 20, 78-100 Kołobrzeg
53.4341192 14.5481582 Śląska 35A, 70-433 Szczecin
53.458701 14.7601123 Słoneczna 18, 72-123 Kliniska Wielkie
54.015977 15.962197 Słowińska 1 _, 78-200 Białogard
54.08364265 15.03665268 Żurawia 10, 72-344 Rewal
54.21086346 16.18282745 Wąwozowa 1 B, 75-339 Koszalin
53.40291251 14.53723678 Tama Pomorzańska 10, 70-030 Szczecin
53.9130432 14.4341898 ul. Nowomyśliwska 102, 72-500 Międzyzdroje
53.338855 14.549347 Rymarska 127, 70-702 Szczecin
53.925769 15.2051693 Piłsudskiego 20A, 72-300 Gryfice
53.913687 14.234256 Legionów 2, 72-600 Świnoujście
53.4367301 14.569923 Stanisława Dubois 3, 71-610 Szczecin
54.004972 16.00825 Stanisława Moniuszki 29, 78-200 Białogard
53.426222 14.547583 Świętego Wojciecha 1, 70-400 Szczecin
54.17874077 15.57183418 SYBIRAKÓW DZ.134 obręb 12, 78-100 KOŁOBRZEG
53.70945668 16.70668286 Cieślaka 10, 78-400 Szczecinek
53.330598 16.023854 Łowicz Wałecki 62, 78-650 Mirosławiec
54.001167 14.676583 Turystyczna 1, 72-415 Międzywodzie
53.4514 14.54214 ul. Chopina 45083, 71-450 Szczecin
53.438434 14.568382 ul. Chryzostoma Paska 28, 71-622 Szczecin
53.40202 14.499 ul. Cukrowa 44969, 71-004 Szczecin
53.37744 14.66148 ul. Dąbrowskiej 83/5, 70-785 Szczecin
53.416829 14.499031 ul. Dworska 131, 71-026 Szczecin
53.36601 14.59593 ul. Floriana Szarego 25, 70-743 Szczecin
53.366309 14.595514 ul. Floriana Szarego 25, 70-743 Szczecin
53.441589 14.510861 ul. Grzegorza z Sanoka 250, 71-278 Szczecin
53.369577 14.667372 ul. Gwarna 44956, 70-789 Szczecin
53.432442 14.51691 ul. Jana Bosko 45099, 71-125 Szczecin
53.3779 14.64839 ul. Jasna 50/5, 70-777 Szczecin
53.44729 14.5502 ul. Kadłubka 50, 71-524 Szczecin
53.41978 14.54676 ul. Kaszubska 45202, 70-227 Szczecin
53.44444 14.56178 ul. Kazimierza Królewicza 18, 71-551 Szczecin
53.462538 14.540019 ul. Kostrzewskiego 13/27, 71-793 Szczecin
53.43924 14.53531 ul. Królowej Korony Polskiej 44962, 70-486 Szczecin
53.42161 14.52302 ul. Ku Słońcu 12086, 71-073 Szczecin
53.42177 14.52298 ul. Ku Słońcu 12086, 71-073 Szczecin
53.416 14.53366 ul. Madalińskiego 44987, 70-101 Szczecin
53.436366 14.532923 ul. Mickiewicza 38, 70-383 Szczecin
53.437598 14.546898 ul. Niedziałkowskiego 45034, 71-403 Szczecin
53.44248 14.55478 ul. Ofiar Oświęcimia 6, 71-531 Szczecin
53.42613 14.53301 ul. Puławskiego 45032, 70-322 Szczecin
53.36673 14.663355 ul. Romantyczna 44/4, 70-789 Szczecin
53.909722 14.263785 S. Rogozińskiego 2, 72-600 Świnoujście
53.41812 14.54063 ul. Sowińskiego 10, 70-236 Szczecin
53.452804 14.524729 ul. Wiosny Ludów 139/36, 71-471 Szczecin
53.459814 14.536992 ul. Wiosny Ludów 42583, 71-471 Szczecin
53.432559 14.507543 ul. Witkiewicza 44928, 71-121 Szczecin
53.424203 14.565567 ul. Zbożowa 44959, 70-653 Szczecin
53.428441 14.532477 ul. Żółkiewskiego 6, 70-345 Szczecin
53.95442422 16.58793517 Spichrzowa PM, 76-020 Bobolice
53.71057332 16.69027745 Jana Pawła II PM, 78-400 Szczecinek
53.451278 14.511271 Unii Lubelskiej 2A, 71-252 Szczecin
53.4046842 14.7069305 Uranowa 2, 70-856 Szczecin
54.21875459 15.77026517 Spokojna 4a, 78-111 Ustronie Morskie
53.4381134 14.5439089 Wacława Felczaka 8, 71-420 Szczecin
53.4295533 14.5643916 Wały Chrobrego 1, 70-500 Szczecin
53.431802 14.566953 Wawelska 5, 70-500 Szczecin
53.4827349 14.5905268 Władysława Nehringa 6B, 71-814 Szczecin
54.023778 14.74525 Władysława Reymonta 10, 72-420 Dziwnów
53.3519912 15.0315002 Wojska Polskiego 119, 73-110 Stargard
54.162545 15.438045 Wyzwolenia 35, 78-131 Dźwirzyno
53.423079 14.563908 Zbożowa 4, 70-653 Szczecin
53.33522821 15.26417364 Barzkowice 2, 73-134 Barzkowice
53.44578 14.5454 Zygmunta Krasińskiego 10, 71-435 Szczecin
